                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.58586,                0.28113,                0.85608,                0.99775,                0.99783,                0.99485,                0.90762,                0.59179,                0.23089,                0.82583,              0.0057461,              0.0057461,              0.0057461
                    112,                0.58191,                0.28243,                 0.8541,                0.99753,                0.99843,                0.99477,                0.91291,                0.55577,                0.22439,                0.82083,              0.0057074,              0.0057074,              0.0057074
                    113,                0.58102,                 0.2804,                0.85498,                0.99777,                0.99814,                0.99473,                0.91476,                0.55463,                0.22633,                0.81894,              0.0056688,              0.0056688,              0.0056688
                    114,                0.57949,                0.27919,                0.85426,                0.99849,                0.99792,                0.99488,                0.91321,                0.57338,                0.22752,                0.82426,              0.0056301,              0.0056301,              0.0056301
                    115,                0.57531,                 0.2782,                0.85251,                0.99812,                0.99891,                0.99485,                0.91724,                0.54421,                0.21903,                0.81929,              0.0055914,              0.0055914,              0.0055914
                    116,                0.57248,                0.27742,                0.85278,                0.99852,                0.99874,                0.99484,                 0.9168,                0.54263,                0.21764,                0.81992,              0.0055527,              0.0055527,              0.0055527
                    117,                  0.569,                0.27482,                0.85368,                0.99835,                0.99805,                0.99484,                0.91707,                0.54503,                 0.2189,                0.81992,              0.0055141,              0.0055141,              0.0055141
                    118,                0.57226,                 0.2754,                0.85314,                0.99821,                0.99829,                0.99477,                0.91814,                0.55025,                0.22312,                0.81841,              0.0054754,              0.0054754,              0.0054754
                    119,                0.57115,                0.27761,                0.85371,                0.99799,                0.99804,                0.99471,                0.91422,                0.56247,                 0.2269,                0.81917,              0.0054367,              0.0054367,              0.0054367
                    120,                0.57062,                0.27489,                0.85273,                0.99748,                0.99855,                0.99488,                0.91796,                0.54552,                0.21774,                0.81852,               0.005398,               0.005398,               0.005398
                    121,                0.57188,                 0.2765,                0.85342,                0.99731,                0.99847,                0.99478,                0.91071,                0.56775,                0.22239,                0.82296,              0.0053594,              0.0053594,              0.0053594
                    122,                0.56755,                0.27338,                0.85328,                0.99868,                0.99856,                0.99467,                0.91713,                0.54145,                0.21566,                0.82147,              0.0053207,              0.0053207,              0.0053207
                    123,                0.57243,                0.27565,                0.85088,                0.99903,                0.99882,                0.99487,                0.91124,                0.57204,                  0.221,                0.82479,               0.005282,               0.005282,               0.005282
                    124,                0.56904,                0.27469,                0.84931,                 0.9984,                0.99836,                0.99486,                0.91415,                 0.5552,                0.21787,                0.82344,              0.0052434,              0.0052434,              0.0052434
                    125,                0.57032,                0.27406,                0.85337,                0.99878,                0.99844,                0.99492,                0.91251,                0.55985,                0.21806,                0.82222,              0.0052047,              0.0052047,              0.0052047
                    126,                0.56215,                0.27044,                0.85018,                0.99863,                0.99843,                0.99476,                0.91468,                0.55827,                0.21791,                0.82159,               0.005166,               0.005166,               0.005166
                    127,                0.56144,                0.26933,                0.85137,                0.99796,                0.99891,                0.99488,                0.91162,                0.55921,                0.21888,                0.82125,              0.0051273,              0.0051273,              0.0051273
                    128,                0.56522,                0.27146,                0.85379,                0.99915,                0.99924,                 0.9949,                0.91499,                0.54785,                 0.2155,                0.82039,              0.0050887,              0.0050887,              0.0050887
                    129,                0.56261,                0.27163,                0.85156,                0.99926,                0.99871,                0.99494,                0.91542,                0.54805,                  0.216,                0.82064,                0.00505,                0.00505,                0.00505
                    130,                0.56233,                0.27119,                0.84992,                0.99855,                0.99859,                0.99482,                0.92198,                0.53384,                0.21834,                0.81573,              0.0050113,              0.0050113,              0.0050113
                    131,                0.56015,                0.27158,                0.85157,                0.99826,                0.99868,                0.99477,                0.91773,                0.54204,                0.21365,                0.81856,              0.0049727,              0.0049727,              0.0049727
                    132,                 0.5601,                0.26952,                0.85061,                0.99876,                0.99859,                0.99496,                0.91712,                 0.5411,                0.21272,                0.81795,               0.004934,               0.004934,               0.004934
                    133,                0.55925,                0.26905,                0.85004,                0.99883,                0.99901,                0.99497,                0.92175,                0.52937,                0.21133,                0.81542,              0.0048953,              0.0048953,              0.0048953
                    134,                0.55466,                0.26715,                0.84896,                  0.998,                0.99841,                0.99477,                0.91452,                0.54898,                0.21727,                0.81811,              0.0048566,              0.0048566,              0.0048566
                    135,                0.55684,                0.26591,                0.85102,                0.99901,                0.99824,                0.99486,                0.91836,                0.53627,                0.21348,                0.81683,               0.004818,               0.004818,               0.004818
                    136,                0.55736,                0.26787,                0.85011,                0.99922,                0.99915,                0.99491,                0.91799,                0.54514,                0.21694,                0.81467,              0.0047793,              0.0047793,              0.0047793
                    137,                0.55564,                0.26725,                0.84936,                0.99908,                0.99886,                0.99484,                0.92066,                0.53244,                0.21372,                0.81686,              0.0047406,              0.0047406,              0.0047406
                    138,                0.55488,                 0.2662,                0.85012,                0.99912,                0.99806,                0.99482,                 0.9186,                0.54977,                0.21557,                0.81988,               0.004702,               0.004702,               0.004702
                    139,                0.55337,                0.26449,                0.84946,                0.99897,                0.99793,                0.99483,                0.92204,                0.53934,                0.21215,                0.81969,              0.0046633,              0.0046633,              0.0046633
                    140,                0.55068,                0.26306,                0.85105,                0.99932,                0.99908,                0.99492,                0.91704,                 0.5518,                0.21208,                0.82134,              0.0046246,              0.0046246,              0.0046246
                    141,                0.55001,                0.26222,                0.84936,                 0.9991,                0.99852,                0.99479,                0.91732,                0.54353,                0.21149,                0.81924,              0.0045859,              0.0045859,              0.0045859
                    142,                0.55223,                0.26236,                0.85076,                0.99916,                0.99872,                0.99492,                0.91829,                 0.5396,                0.20969,                0.81846,              0.0045473,              0.0045473,              0.0045473
                    143,                0.54941,                 0.2627,                0.84843,                0.99927,                0.99873,                0.99484,                0.91721,                0.53833,                0.21116,                0.81801,              0.0045086,              0.0045086,              0.0045086
                    144,                0.54708,                0.26341,                0.84922,                0.99898,                0.99887,                0.99491,                0.91834,                0.53643,                0.21037,                0.81742,              0.0044699,              0.0044699,              0.0044699
                    145,                0.54756,                0.26133,                0.84939,                0.99901,                0.99937,                0.99495,                 0.9153,                0.54937,                0.21312,                0.81999,              0.0044313,              0.0044313,              0.0044313
                    146,                0.54588,                0.26094,                0.84844,                0.99923,                0.99899,                 0.9949,                0.92145,                0.52688,                0.20948,                0.81742,              0.0043926,              0.0043926,              0.0043926
                    147,                0.54611,                0.26269,                0.85153,                0.99936,                0.99909,                0.99492,                0.91715,                0.54935,                0.21131,                0.82047,              0.0043539,              0.0043539,              0.0043539
                    148,                0.54611,                 0.2607,                0.84868,                0.99932,                0.99906,                0.99488,                0.91751,                0.54831,                 0.2115,                0.81835,              0.0043152,              0.0043152,              0.0043152
                    149,                0.54246,                 0.2582,                0.84894,                0.99924,                 0.9991,                 0.9949,                0.92132,                0.53357,                0.20934,                0.81569,              0.0042766,              0.0042766,              0.0042766
                    150,                0.54369,                0.25891,                 0.8465,                0.99951,                0.99923,                0.99494,                0.91829,                0.54386,                0.20837,                0.81975,              0.0042379,              0.0042379,              0.0042379
                    151,                0.54082,                0.25967,                0.84831,                0.99937,                0.99932,                0.99493,                0.91743,                0.54726,                 0.2107,                0.81856,              0.0041992,              0.0041992,              0.0041992
                    152,                0.53969,                0.25757,                0.85007,                0.99921,                0.99903,                0.99489,                0.91338,                0.55325,                0.21188,                0.81955,              0.0041605,              0.0041605,              0.0041605
                    153,                0.53546,                0.25659,                0.84759,                0.99925,                0.99889,                0.99485,                0.92166,                0.52903,                0.20549,                0.81807,              0.0041219,              0.0041219,              0.0041219
                    154,                0.53785,                0.25635,                0.84787,                0.99892,                0.99884,                0.99489,                0.92049,                0.53215,                0.20382,                 0.8185,              0.0040832,              0.0040832,              0.0040832
                    155,                  0.533,                0.25411,                0.84615,                0.99938,                 0.9992,                0.99496,                0.91867,                0.53751,                0.20479,                0.81827,              0.0040445,              0.0040445,              0.0040445
