                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.70037,                0.36307,                0.86723,                0.99391,                0.99467,                0.99457,                0.88897,                0.62097,                0.28577,                0.83653,              0.0072543,              0.0072543,              0.0072543
                     73,                0.69783,                0.36726,                0.86726,                0.99407,                0.99654,                0.99477,                0.87873,                0.67387,                0.29545,                0.84244,              0.0072156,              0.0072156,              0.0072156
                     74,                0.70213,                0.36473,                0.86784,                0.99647,                0.99691,                0.99476,                0.88674,                0.62818,                0.28412,                0.83653,               0.007177,               0.007177,               0.007177
                     75,                0.69585,                0.36254,                0.86675,                0.99385,                0.99292,                0.99452,                0.88682,                 0.6622,                0.30145,                 0.8413,              0.0071383,              0.0071383,              0.0071383
                     76,                0.69552,                0.36176,                0.86655,                0.99585,                0.99532,                0.99455,                0.88932,                0.64691,                0.29126,                0.83968,              0.0070996,              0.0070996,              0.0070996
                     77,                0.69419,                0.36198,                0.86598,                0.99194,                0.99534,                0.99461,                0.88239,                0.64507,                0.28982,                0.83797,              0.0070609,              0.0070609,              0.0070609
                     78,                0.69483,                0.36325,                0.86575,                0.99351,                0.99686,                0.99485,                0.87865,                0.66808,                0.29674,                0.84334,              0.0070223,              0.0070223,              0.0070223
                     79,                0.69711,                0.35953,                0.86685,                 0.9954,                0.99482,                0.99466,                0.89174,                0.63277,                0.28423,                0.83668,              0.0069836,              0.0069836,              0.0069836
                     80,                0.68856,                0.35936,                0.86491,                0.98911,                0.99243,                  0.993,                0.88444,                0.62886,                0.29533,                0.83516,              0.0069449,              0.0069449,              0.0069449
                     81,                0.69251,                0.35911,                0.86565,                0.99397,                0.99456,                0.99487,                0.88343,                0.65739,                0.29321,                0.83961,              0.0069063,              0.0069063,              0.0069063
                     82,                0.69071,                0.35564,                0.86634,                0.99545,                 0.9963,                0.99482,                0.89211,                0.62628,                0.28088,                0.83574,              0.0068676,              0.0068676,              0.0068676
                     83,                0.68915,                0.35767,                  0.865,                0.99377,                0.99473,                0.99463,                0.88203,                0.66317,                0.29439,                0.83979,              0.0068289,              0.0068289,              0.0068289
                     84,                0.68309,                0.35628,                0.86623,                0.99541,                0.99558,                0.99471,                0.88613,                0.63665,                0.28485,                0.83727,              0.0067902,              0.0067902,              0.0067902
                     85,                0.68707,                  0.356,                0.86395,                0.99547,                0.99585,                0.99487,                0.88716,                0.63916,                0.28488,                0.83811,              0.0067516,              0.0067516,              0.0067516
                     86,                0.68173,                0.35417,                0.86367,                 0.9921,                0.98975,                0.99478,                 0.8757,                  0.673,                0.30111,                0.84516,              0.0067129,              0.0067129,              0.0067129
                     87,                0.68536,                0.35366,                0.86589,                0.99523,                0.99507,                0.99456,                0.89229,                0.62741,                0.28133,                0.83637,              0.0066742,              0.0066742,              0.0066742
                     88,                 0.6827,                0.35291,                0.86403,                0.99783,                 0.9963,                0.99484,                0.89674,                0.61333,                0.27848,                0.83291,              0.0066355,              0.0066355,              0.0066355
                     89,                0.68545,                0.35472,                0.86555,                0.99678,                0.99774,                0.99466,                0.89658,                0.60482,                 0.2724,                0.83094,              0.0065969,              0.0065969,              0.0065969
                     90,                0.68152,                0.35706,                0.86554,                0.99625,                0.99601,                0.99489,                0.89656,                0.60955,                 0.2744,                0.83121,              0.0065582,              0.0065582,              0.0065582
                     91,                0.68396,                0.35245,                0.86348,                0.98373,                 0.9863,                0.99193,                0.88557,                0.63488,                0.30567,                0.83567,              0.0065195,              0.0065195,              0.0065195
                     92,                0.68221,                 0.3507,                 0.8649,                0.99391,                0.99537,                0.99475,                0.88902,                 0.6387,                0.27692,                0.83618,              0.0064809,              0.0064809,              0.0064809
                     93,                0.67859,                0.34989,                0.86307,                0.99578,                0.99757,                0.99445,                0.89756,                0.60713,                0.26843,                0.83217,              0.0064422,              0.0064422,              0.0064422
                     94,                0.67419,                0.34787,                0.86392,                0.99854,                0.99783,                0.99481,                0.89671,                0.61166,                0.26445,                0.83187,              0.0064035,              0.0064035,              0.0064035
                     95,                 0.6806,                0.34936,                0.86362,                 0.9974,                0.99789,                0.99493,                0.89189,                0.62065,                0.27353,                0.83332,              0.0063648,              0.0063648,              0.0063648
                     96,                0.67829,                 0.3473,                0.86396,                0.99676,                0.99649,                0.99491,                0.90042,                0.59634,                 0.2668,                 0.8298,              0.0063262,              0.0063262,              0.0063262
                     97,                0.67778,                0.35164,                0.86525,                0.99611,                0.99829,                0.99484,                0.89448,                0.61467,                0.26717,                0.83238,              0.0062875,              0.0062875,              0.0062875
                     98,                0.67764,                0.34666,                 0.8639,                0.99517,                0.99445,                0.99422,                 0.8848,                0.64265,                 0.2825,                 0.8385,              0.0062488,              0.0062488,              0.0062488
