                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.56666,                0.27613,                0.84795,                0.99927,                0.99892,                0.99498,                0.92085,                0.53761,                0.21107,                0.81837,               0.004702,               0.004702,               0.004702
                    139,                0.56777,                0.27681,                 0.8473,                0.99915,                 0.9991,                0.99493,                  0.916,                0.55296,                0.21412,                0.82112,              0.0046633,              0.0046633,              0.0046633
                    140,                0.56466,                0.27463,                0.84888,                0.99874,                0.99885,                0.99497,                0.91634,                0.55146,                0.21295,                0.82047,              0.0046246,              0.0046246,              0.0046246
                    141,                0.56289,                0.27418,                0.84829,                0.99908,                0.99898,                 0.9949,                 0.9203,                0.54065,                0.21081,                0.81935,              0.0045859,              0.0045859,              0.0045859
                    142,                0.56549,                0.27425,                0.84857,                0.99787,                0.99892,                0.99474,                0.91927,                0.54611,                0.21222,                0.81992,              0.0045473,              0.0045473,              0.0045473
                    143,                0.56431,                0.27262,                0.84644,                 0.9991,                0.99851,                0.99496,                0.92096,                0.53066,                 0.2084,                 0.8179,              0.0045086,              0.0045086,              0.0045086
                    144,                0.56209,                0.27497,                0.84671,                 0.9977,                0.99879,                0.99481,                0.92007,                0.53702,                0.20986,                0.81864,              0.0044699,              0.0044699,              0.0044699
                    145,                0.56155,                0.27449,                0.84643,                0.99853,                0.99804,                0.99489,                0.91509,                0.54976,                0.21309,                0.82114,              0.0044313,              0.0044313,              0.0044313
                    146,                 0.5615,                0.27378,                0.84625,                 0.9983,                0.99926,                0.99495,                0.92165,                0.52518,                0.20624,                0.81761,              0.0043926,              0.0043926,              0.0043926
                    147,                0.55983,                0.27341,                0.84925,                0.99893,                0.99873,                0.99491,                0.91356,                0.55889,                0.21227,                0.82164,              0.0043539,              0.0043539,              0.0043539
                    148,                0.55938,                0.27107,                0.84665,                0.99906,                 0.9988,                0.99488,                0.91681,                0.55361,                0.21118,                0.82022,              0.0043152,              0.0043152,              0.0043152
                    149,                0.55597,                0.27045,                0.84617,                0.99878,                0.99899,                0.99496,                0.91485,                 0.5557,                 0.2124,                0.82065,              0.0042766,              0.0042766,              0.0042766
                    150,                 0.5571,                0.26937,                0.84456,                0.99916,                0.99907,                0.99496,                0.91966,                0.53842,                0.20831,                0.81859,              0.0042379,              0.0042379,              0.0042379
                    151,                0.55154,                0.26845,                 0.8459,                0.99849,                0.99918,                0.99494,                0.92058,                0.53885,                0.20785,                0.81907,              0.0041992,              0.0041992,              0.0041992
                    152,                0.55268,                0.26836,                0.84703,                0.99878,                0.99868,                0.99488,                0.91843,                0.54592,                0.20959,                0.81975,              0.0041605,              0.0041605,              0.0041605
                    153,                0.54999,                0.26766,                0.84527,                0.99856,                0.99896,                0.99481,                0.92159,                0.52988,                0.20754,                0.81758,              0.0041219,              0.0041219,              0.0041219
                    154,                0.55253,                 0.2676,                0.84562,                0.99912,                0.99855,                0.99494,                0.91988,                0.53907,                0.20638,                0.81881,              0.0040832,              0.0040832,              0.0040832
